-2.800000000000000711e+00,-2.849999999999999645e+00,4.694954955546948305e-01
-2.849999999999997868e+00,-2.799999999999998934e+00,4.694954955546948305e-01
-3.000000000000000000e+00,-2.750000000000000000e+00,4.694954955546948305e-01
-2.949999999999999289e+00,-2.750000000000000000e+00,4.694954955546948305e-01
-2.899999999999998579e+00,-2.750000000000000000e+00,4.694954955546948305e-01
-3.099999999999997868e+00,-2.699999999999999289e+00,4.694954955546948305e-01
-3.050000000000000711e+00,-2.699999999999999289e+00,4.694954955546948305e-01
-3.000000000000000000e+00,-2.699999999999999289e+00,4.694954955546948305e-01
-3.199999999999999289e+00,-2.650000000000000355e+00,4.694954955546948305e-01
-3.149999999999998579e+00,-2.650000000000000355e+00,4.694954955546948305e-01
-3.300000000000000711e+00,-2.599999999999999645e+00,4.694954955546948305e-01
-3.250000000000000000e+00,-2.599999999999999645e+00,4.694954955546948305e-01
-3.399999999999998579e+00,-2.549999999999998934e+00,4.694954955546948305e-01
-3.349999999999997868e+00,-2.549999999999998934e+00,4.694954955546948305e-01
-3.500000000000000000e+00,-2.500000000000000000e+00,4.694954955546948305e-01
-3.449999999999999289e+00,-2.500000000000000000e+00,4.694954955546948305e-01
-3.599999999999997868e+00,-2.449999999999999289e+00,4.694954955546948305e-01
-3.550000000000000711e+00,-2.449999999999999289e+00,4.694954955546948305e-01
-3.699999999999999289e+00,-2.400000000000000355e+00,4.694954955546948305e-01
-3.649999999999998579e+00,-2.400000000000000355e+00,4.694954955546948305e-01
-3.800000000000000711e+00,-2.349999999999999645e+00,4.694954955546948305e-01
-3.750000000000000000e+00,-2.349999999999999645e+00,4.694954955546948305e-01
-3.899999999999998579e+00,-2.299999999999998934e+00,4.694954955546948305e-01
-3.849999999999997868e+00,-2.299999999999998934e+00,4.694954955546948305e-01
-4.000000000000000000e+00,-2.250000000000000000e+00,4.694954955546948305e-01
-3.949999999999999289e+00,-2.250000000000000000e+00,4.694954955546948305e-01
-4.099999999999997868e+00,-2.199999999999999289e+00,4.694954955546948305e-01
-4.050000000000000711e+00,-2.199999999999999289e+00,4.694954955546948305e-01
-4.199999999999999289e+00,-2.150000000000000355e+00,4.694954955546948305e-01
-4.149999999999998579e+00,-2.150000000000000355e+00,4.694954955546948305e-01
-4.300000000000000711e+00,-2.099999999999999645e+00,4.694954955546948305e-01
-4.250000000000000000e+00,-2.099999999999999645e+00,4.694954955546948305e-01
-4.399999999999998579e+00,-2.049999999999998934e+00,4.694954955546948305e-01
-4.349999999999997868e+00,-2.049999999999998934e+00,4.694954955546948305e-01
-4.500000000000000000e+00,-2.000000000000000000e+00,4.694954955546948305e-01
-4.449999999999999289e+00,-2.000000000000000000e+00,4.694954955546948305e-01
-4.599999999999997868e+00,-1.949999999999999289e+00,4.694954955546948305e-01
-4.550000000000000711e+00,-1.949999999999999289e+00,4.694954955546948305e-01
-4.699999999999999289e+00,-1.899999999999998579e+00,4.694954955546948305e-01
-4.649999999999998579e+00,-1.899999999999998579e+00,4.694954955546948305e-01
-4.800000000000000711e+00,-1.849999999999999645e+00,4.694954955546948305e-01
-4.750000000000000000e+00,-1.849999999999999645e+00,4.694954955546948305e-01
-4.899999999999998579e+00,-1.799999999999998934e+00,4.694954955546948305e-01
-4.849999999999997868e+00,-1.799999999999998934e+00,4.694954955546948305e-01
